Year	Quarter	Month	DayofMonth	DayOfWeek	FlightDate	Marketing_Airline_Network	Operated_or_Branded_Code_Share_Partners	DOT_ID_Marketing_Airline	IATA_Code_Marketing_Airline	Flight_Number_Marketing_Airline	Originally_Scheduled_Code_Share_Airline	DOT_ID_Originally_Scheduled_Code_Share_Airline	IATA_Code_Originally_Scheduled_Code_Share_Airline	Flight_Num_Originally_Scheduled_Code_Share_Airline	Operating_Airline 	DOT_ID_Operating_Airline	IATA_Code_Operating_Airline	Tail_Number	Flight_Number_Operating_Airline	OriginAirportID	OriginAirportSeqID	OriginCityMarketID	Origin	OriginCityName	OriginState	OriginStateFips	OriginStateName	OriginWac	DestAirportID	DestAirportSeqID	DestCityMarketID	Dest	DestCityName	DestState	DestStateFips	DestStateName	DestWac	CRSDepTime	DepTime	DepDelay	DepDelayMinutes	DepDel15	DepartureDelayGroups	DepTimeBlk	TaxiOut	WheelsOff	WheelsOn	TaxiIn	CRSArrTime	ArrTime	ArrDelay	ArrDelayMinutes	ArrDel15	ArrivalDelayGroups	ArrTimeBlk	Cancelled	CancellationCode	Diverted	CRSElapsedTime	ActualElapsedTime	AirTime	Flights	Distance	DistanceGroup	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay	FirstDepTime	TotalAddGTime	LongestAddGTime	DivAirportLandings
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	515					DL	19790	DL	N124DX	515	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	1104	1126	22	22	1	1	1100-1159	13	1139	1303	13	1315	1316	1	1	0	0	1300-1359	0		0	311	290	264	1	1947	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	516					DL	19790	DL	N596NW	516	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	955	1018	23	23	1	1	0900-0959	15	1033	1200	8	1207	1208	1	1	0	0	1200-1259	0		0	312	290	267	1	1947	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	517					DL	19790	DL	N318DX	517	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	2118	2111	-7	0	0	-1	2100-2159	11	2122	2256	13	2331	2309	-22	0	0	-2	2300-2359	0		0	133	118	94	1	760	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	518					DL	19790	DL	N723TW	518	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	715	828	73	73	1	4	0700-0759	16	844	1605	7	1525	1612	47	47	1	3	1500-1559	0		0	310	284	261	1	2496	10	47	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	519					DL	19790	DL	N588NW	519	12889	1288903	32211	LAS	Las Vegas, NV	NV	32	Nevada	85	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	63	1520	1516	-4	0	0	-1	1500-1559	21	1537	2009	7	2028	2016	-12	0	0	-1	2000-2059	0		0	188	180	152	1	1299	6									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	520					DL	19790	DL	N104DN	520	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	43	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1820	1816	-4	0	0	-1	1800-1859	12	1828	2000	14	2028	2014	-14	0	0	-1	2000-2059	0		0	128	118	92	1	594	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	521					DL	19790	DL	N316DN	521	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	43	1513	1628	75	75	1	5	1500-1559	8	1636	1801	10	1709	1811	62	62	1	4	1700-1759	0		0	116	103	85	1	594	3	8	0	0	0	54				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	523					DL	19790	DL	N536US	523	12758	1275804	32758	KOA	Kona, HI	HI	15	Hawaii	2	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	2225	55	150	150	1	10	2200-2259	11	106	738	9	544	747	123	123	1	8	0001-0559	0		0	319	292	272	1	2504	11	0	0	0	0	123				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	524					DL	19790	DL	N704X	524	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	87	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	930	934	4	4	0	0	0900-0959	22	956	1530	8	1558	1538	-20	0	0	-2	1500-1559	0		0	268	244	214	1	1990	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	526					DL	19790	DL	N126DN	526	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	800	829	29	29	1	1	0800-0859	12	841	1022	5	1011	1027	16	16	1	1	1000-1059	0		0	131	118	101	1	762	4	16	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	528					DL	19790	DL	N374NW	528	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	38	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	600	558	-2	0	0	-1	0600-0659	13	611	734	8	755	742	-13	0	0	-1	0700-0759	0		0	115	104	83	1	547	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	529					DL	19790	DL	N358NW	529	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1245	1241	-4	0	0	-1	1200-1259	13	1254	1445	5	1524	1450	-34	0	0	-2	1500-1559	0		0	159	129	111	1	762	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	530					DL	19790	DL	N386DN	530	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1610	1611	1	1	0	0	1600-1659	18	1629	1846	6	1917	1852	-25	0	0	-2	1900-1959	0		0	187	161	137	1	946	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	533					DL	19790	DL	N823DX	533	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	2	1559	1605	6	6	0	0	1500-1559	12	1617	1951	5	1953	1956	3	3	0	0	1900-1959	0		0	354	351	334	1	2486	10									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	534					DL	19790	DL	N304DN	534	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	38	1823	1820	-3	0	0	-1	1800-1859	14	1834	1951	5	2000	1956	-4	0	0	-1	2000-2059	0		0	97	96	77	1	547	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	535					DL	19790	DL	N376DN	535	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	33	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	1559	1607	8	8	0	0	1500-1559	18	1625	1849	7	1858	1856	-2	0	0	-1	1800-1859	0		0	179	169	144	1	1096	5									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	537					DL	19790	DL	N348NW	537	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	38	2223	2222	-1	0	0	-1	2200-2259	12	2234	2351	7	2359	2358	-1	0	0	-1	2300-2359	0		0	96	96	77	1	547	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	538					DL	19790	DL	N346NB	538	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	38	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1200	1154	-6	0	0	-1	1200-1259	10	1204	1329	6	1400	1335	-25	0	0	-2	1400-1459	0		0	120	101	85	1	547	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	539					DL	19790	DL	N1605	539	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1155	1208	13	13	0	0	1100-1159	15	1223	2001	15	2032	2016	-16	0	0	-2	2000-2059	0		0	337	308	278	1	2586	11									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	540					DL	19790	DL	N689DL	540	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	87	1930	1953	23	23	1	1	1900-1959	17	2010	2151	6	2151	2157	6	6	0	0	2100-2159	0		0	261	244	221	1	1590	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	541					DL	19790	DL	N671DN	541	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	33	1955	1954	-1	0	0	-1	1900-1959	11	2005	2131	4	2147	2135	-12	0	0	-1	2100-2159	0		0	112	101	86	1	581	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	542					DL	19790	DL	N320DN	542	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	1000	958	-2	0	0	-1	1000-1059	13	1011	1149	7	1215	1156	-19	0	0	-2	1200-1259	0		0	135	118	98	1	762	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	543					DL	19790	DL	N836MH	543	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	835	841	6	6	0	0	0800-0859	23	904	1142	11	1205	1153	-12	0	0	-1	1200-1259	0		0	390	372	338	1	2475	10									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	544					DL	19790	DL	N302DU	544	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	74	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	1400	1412	12	12	0	0	1400-1459	14	1426	1813	6	1816	1819	3	3	0	0	1800-1859	0		0	196	187	167	1	1389	6									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	546					DL	19790	DL	N308DU	546	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	13930	1393007	30977	ORD	Chicago, IL	IL	17	Illinois	41	1629	1626	-3	0	0	-1	1600-1659	16	1642	1747	13	1816	1800	-16	0	0	-2	1800-1859	0		0	167	154	125	1	733	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	548					DL	19790	DL	N336DX	548	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	905	916	11	11	0	0	0900-0959	13	929	1603	6	1619	1609	-10	0	0	-1	1600-1659	0		0	254	233	214	1	1947	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	549					DL	19790	DL	N315DN	549	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	1230	1226	-4	0	0	-1	1200-1259	10	1236	1413	9	1441	1422	-19	0	0	-2	1400-1459	0		0	131	116	97	1	762	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	554					DL	19790	DL	N174DZ	554	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	2359	2352	-7	0	0	-1	2300-2359	12	4	729	5	821	734	-47	0	0	-2	0800-0859	0		0	322	282	265	1	2475	10									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	555					DL	19790	DL	N195DN	555	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	91	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1158	1704	306	306	1	12	1100-1159	14	1718	18	6	1927	24	297	297	1	12	1900-1959	0		0	269	260	240	1	2139	9	0	0	0	0	297				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	562					DL	19790	DL	N833MH	562	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1135	1134	-1	0	0	-1	1100-1159	10	1144	1906	25	1955	1931	-24	0	0	-2	1900-1959	0		0	320	297	262	1	2475	10									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	563					DL	19790	DL	N826MH	563	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	1545	1617	32	32	1	2	1500-1559	16	1633	1858	14	1907	1912	5	5	0	0	1900-1959	0		0	382	355	325	1	2475	10									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	565					DL	19790	DL	N535US	565	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	12758	1275804	32758	KOA	Kona, HI	HI	15	Hawaii	2	1435	1516	41	41	1	2	1400-1459	17	1533	1920	1	1901	1921	20	20	1	1	1900-1959	0		0	386	365	347	1	2688	11	20	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	566					DL	19790	DL	N351DN	566	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	759	839	40	40	1	2	0700-0759	12	851	1044	7	1040	1051	11	11	0	0	1000-1059	0		0	161	132	113	1	762	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	568					DL	19790	DL	N501DN	568	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	43	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	2105	2108	3	3	0	0	2100-2159	32	2140	2309	9	2318	2318	0	0	0	0	2300-2359	0		0	133	130	89	1	594	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	569					DL	19790	DL	N358NW	569	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12953	1295304	31703	LGA	New York, NY	NY	36	New York	22	900	855	-5	0	0	-1	0900-0959	11	906	1046	10	1110	1056	-14	0	0	-1	1100-1159	0		0	130	121	100	1	762	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	570					DL	19790	DL	N383DZ	570	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	1000	1007	7	7	0	0	1000-1059	20	1027	1229	9	1233	1238	5	5	0	0	1200-1259	0		0	153	151	122	1	946	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	572					DL	19790	DL	N386DN	572	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	1215	1211	-4	0	0	-1	1200-1259	14	1225	1423	8	1444	1431	-13	0	0	-1	1400-1459	0		0	149	140	118	1	946	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	573					DL	19790	DL	N331DN	573	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	600	606	6	6	0	0	0600-0659	18	624	1302	7	1312	1309	-3	0	0	-1	1300-1359	0		0	252	243	218	1	1947	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	574					DL	19790	DL	N397DN	574	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1015	1012	-3	0	0	-1	1000-1059	20	1032	1245	6	1319	1251	-28	0	0	-2	1300-1359	0		0	184	159	133	1	946	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	634					DL	19790	DL	N857NW	634	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	14843	1484306	34819	SJU	San Juan, PR	PR	72	Puerto Rico	3	940	936	-4	0	0	-1	0900-0959	20	956	1357	5	1410	1402	-8	0	0	-1	1400-1459	0		0	210	206	181	1	1547	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	634					DL	19790	DL	N857NW	634	14843	1484306	34819	SJU	San Juan, PR	PR	72	Puerto Rico	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1525	1517	-8	0	0	-1	1500-1559	17	1534	1752	7	1827	1759	-28	0	0	-2	1800-1859	0		0	242	222	198	1	1547	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	635					DL	19790	DL	N6704Z	635	15024	1502403	34945	STT	Charlotte Amalie, VI	VI	78	U.S. Virgin Islands	4	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1757	1834	37	37	1	2	1700-1759	17	1851	2122	8	2108	2130	22	22	1	1	2100-2159	0		0	251	236	211	1	1623	7	0	0	0	0	22				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	639					DL	19790	DL	N886DN	639	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	14843	1484306	34819	SJU	San Juan, PR	PR	72	Puerto Rico	3	810	847	37	37	1	2	0800-0859	19	906	1315	4	1259	1319	20	20	1	1	1200-1259	0		0	229	212	189	1	1598	7	20	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	639					DL	19790	DL	N886DN	639	14843	1484306	34819	SJU	San Juan, PR	PR	72	Puerto Rico	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1409	1422	13	13	0	0	1400-1459	14	1436	1707	6	1718	1713	-5	0	0	-1	1700-1759	0		0	249	231	211	1	1598	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	650					DL	19790	DL	N179DN	650	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1359	1429	30	30	1	2	1300-1359	12	1441	1618	10	1614	1628	14	14	0	0	1600-1659	0		0	135	119	97	1	760	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	651					DL	19790	DL	N380DN	651	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	10849	1084907	30849	BZN	Bozeman, MT	MT	30	Montana	84	1033	1032	-1	0	0	-1	1000-1059	11	1043	1228	3	1252	1231	-21	0	0	-2	1200-1259	0		0	259	239	225	1	1640	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	651					DL	19790	DL	N380DN	651	10849	1084907	30849	BZN	Bozeman, MT	MT	30	Montana	84	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1402	1354	-8	0	0	-1	1400-1459	15	1409	1920	5	1944	1925	-19	0	0	-2	1900-1959	0		0	222	211	191	1	1640	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	652					DL	19790	DL	N868DN	652	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	33	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	1515	1600	45	45	1	3	1500-1559	11	1611	1804	7	1750	1811	21	21	1	1	1700-1759	0		0	335	311	293	1	2218	9	0	0	0	0	21				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	653					DL	19790	DL	N866DN	653	11433	1143302	31295	DTW	Detroit, MI	MI	26	Michigan	43	12889	1288903	32211	LAS	Las Vegas, NV	NV	32	Nevada	85	1800	1754	-6	0	0	-1	1800-1859	11	1805	1907	6	1936	1913	-23	0	0	-2	1900-1959	0		0	276	259	242	1	1749	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	654					DL	19790	DL	N809DN	654	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	1800	1758	-2	0	0	-1	1800-1859	11	1809	2009	6	2038	2015	-23	0	0	-2	2000-2059	0		0	158	137	120	1	954	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	655					DL	19790	DL	N342NB	655	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	74	1839	1937	58	58	1	3	1800-1859	40	2017	2245	6	2207	2251	44	44	1	2	2200-2259	0		0	268	254	208	1	1521	7	0	0	37	0	7				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	656					DL	19790	DL	N810NW	656	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	950	950	0	0	0	0	0900-0959	18	1008	1202	7	1232	1209	-23	0	0	-2	1200-1259	0		0	342	319	294	1	2182	9									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	658					DL	19790	DL	N3732J	658	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	630	813	103	103	1	6	0600-0659	12	825	1528	6	1411	1534	83	83	1	5	1400-1459	0		0	281	261	243	1	2182	9	83	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	659					DL	19790	DL	N342NB	659	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	74	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	1306	1303	-3	0	0	-1	1300-1359	9	1312	1724	24	1739	1748	9	9	0	0	1700-1759	0		0	213	225	192	1	1521	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	659					DL	19790	DL	N342NB	659	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	74	830	852	22	22	1	1	0800-0859	28	920	1148	8	1206	1156	-10	0	0	-1	1200-1259	0		0	276	244	208	1	1521	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	660					DL	19790	DL	N679DA	660	12889	1288903	32211	LAS	Las Vegas, NV	NV	32	Nevada	85	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	1305	1301	-4	0	0	-1	1300-1359	12	1313	1924	8	1943	1932	-11	0	0	-1	1900-1959	0		0	218	211	191	1	1747	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	662					DL	19790	DL	N857NW	662	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	81	2045	2044	-1	0	0	-1	2000-2059	18	2102	2233	9	2259	2242	-17	0	0	-2	2200-2259	0		0	254	238	211	1	1587	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	667					DL	19790	DL	N624AG	667	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	87	1644	1642	-2	0	0	-1	1600-1659	23	1705	1954	8	2014	2002	-12	0	0	-1	2000-2059	0		0	330	320	289	1	1990	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	668					DL	19790	DL	N337NW	668	11884	1188402	31884	GEG	Spokane, WA	WA	53	Washington	93	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	63	1405	1431	26	26	1	1	1400-1459	9	1440	1856	4	1852	1900	8	8	0	0	1800-1859	0		0	167	149	136	1	1175	5									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	668					DL	19790	DL	N337NW	668	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	63	11884	1188402	31884	GEG	Spokane, WA	WA	53	Washington	93	1154	1158	4	4	0	0	1100-1159	10	1208	1301	21	1305	1322	17	17	1	1	1300-1359	0		0	191	204	173	1	1175	5	0	0	17	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	669					DL	19790	DL	N816NW	669	13830	1383002	33830	OGG	Kahului, HI	HI	15	Hawaii	2	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	87	2140	842	662	662	1	12	2100-2159	17	859	1718	9	631	1727	656	656	1	12	0600-0659	0		0	351	345	319	1	2935	11	656	0	0	0	0	810	9	9	0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	670					DL	19790	DL	N668DN	670	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	87	1745	1814	29	29	1	1	1700-1759	24	1838	2141	8	2128	2149	21	21	1	1	2100-2159	0		0	343	335	303	1	2105	9	21	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	671					DL	19790	DL	N3753	671	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	10693	1069302	30693	BNA	Nashville, TN	TN	47	Tennessee	54	1030	1026	-4	0	0	-1	1000-1059	12	1038	1555	7	1619	1602	-17	0	0	-2	1600-1659	0		0	229	216	197	1	1797	8									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	673					DL	19790	DL	N870DN	673	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	23	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	34	600	556	-4	0	0	-1	0600-0659	10	606	744	7	819	751	-28	0	0	-2	0800-0859	0		0	139	115	98	1	666	3									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	674					DL	19790	DL	N3754A	674	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	700	656	-4	0	0	-1	0700-0759	10	706	931	20	953	951	-2	0	0	-1	0900-0959	0		0	173	175	145	1	954	4									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	675					DL	19790	DL	N109DU	675	12478	1247805	31703	JFK	New York, NY	NY	36	New York	22	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	1455	1452	-3	0	0	-1	1400-1459	26	1518	1557	8	1620	1605	-15	0	0	-1	1600-1659	0		0	85	73	39	1	187	1									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	676					DL	19790	DL	N698DL	676	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	33	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	838	933	55	55	1	3	0800-0859	16	949	1219	11	1205	1230	25	25	1	1	1200-1259	0		0	387	357	330	1	2554	11	25	0	0	0	0				0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	677					DL	19790	DL	N393DN	677	11697	1169706	32467	FLL	Fort Lauderdale, FL	FL	12	Florida	33	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	13	1715	1711	-4	0	0	-1	1700-1759	11	1722	1958	7	2026	2005	-21	0	0	-2	2000-2059	0		0	191	174	156	1	1237	5									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	678					DL	19790	DL	N103DU	678	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	74	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	700	704	4	4	0	0	0700-0759	10	714	820	20	850	840	-10	0	0	-1	0800-0859	0		0	230	216	186	1	1379	6									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	679					DL	19790	DL	N359NB	679	14908	1490803	32575	SNA	Santa Ana, CA	CA	6	California	91	13487	1348702	31650	MSP	Minneapolis, MN	MN	27	Minnesota	63	645	735	50	50	1	3	0600-0659	9	744	1233	6	1229	1239	10	10	0	0	1200-1259	0		0	224	184	169	1	1522	7									0
2022	1	1	8	6	08-01-2022	DL	DL	19790	DL	680					DL	19790	DL	N810DN	680	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	91	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	93	1735	1729	-6	0	0	-1	1700-1759	10	1739	2001	4	2028	2005	-23	0	0	-2	2000-2059	0		0	173	156	142	1	954	4									0
